OBJECTID;SOURCE;X_Este;Y_Norte;MINERAL_PPAL;FORMA_OCURRENCIA;ID_NOM_DEP;IG_MUN;IG_DEP
566;AGA;796500;1104502;Oro-Au;Veta;Santa Ines;Andes;Antioquia
567;AGA;807000;1105252;Oro-Au;Veta;La Chorrera;Jardin;Antioquia
568;AGA;819500;1111502;Oro-Au;Veta;Conde;Tamesis;Antioquia
569;AGA;827000;1110002;Oro-Au;Veta;Valparaiso- Caramanta;Valparaiso;Antioquia
570;AGA;814500;1129502;Oro-Au;Veta;El Salto;Jerico;Antioquia
571;AGA;821000;1147502;Oro-Au;Veta;El Rosario;Fredonia;Antioquia
572;AGA;810483;1165970;Oro-Au;Veta;El Zancudo;Titiribi;Antioquia
573;AGA;878500;1123002;Oro-Au;Veta;Siglo XX;Argelia;Antioquia
574;AGA;878750;1117002;Oro-Au;Veta;La Cascada;Narino;Antioquia
575;AGA;878750;1109502;Oro-Au;Veta;Narino;Narino;Antioquia
576;AGA;783500;1090502;Oro-Au;Veta;Las Camelias;Mistrato;Risaralda
577;AGA;896850;1080302;Oro-Au;Veta;El Vergel;Marquetalia;Caldas
578;AGA;782750;1091502;Oro-Au;Veta;La Ezperanaza;Mistrato;Risaralda
579;AGA;896995;1074002;Oro-Au;Veta;La Venturosa;Fresno;Caldas
580;AGA;781000;1091502;Oro-Au;Veta;La Rica;Mistrato;Risaralda
581;AGA;891700;1083082;Oro-Au;Veta;Barreto;Pensilvania;Caldas
582;AGA;805000;1061002;Oro-Au;Veta;Pumia;Belen de Umbria;Risaralda
583;AGA;892300;1071602;Oro-Au;Veta;La mesa;Fresno;Caldas
584;AGA;841000;1022502;Oro-Au;Veta;El Chaquiro;Santa Rosa de Cabal;Risaralda
585;AGA;829000;1039502;Oro-Au;Veta;La Fortuna;Santa Rosa de Cabal;Risaralda
586;AGA;896500;1088402;Oro-Au;Veta;El Mandalay;Samana;Caldas
587;AGA;905320;1096182;Oro-Au;Veta;El Bosque;Samana;Caldas
588;AGA;889800;1102702;Oro-Au;Veta;Bretana;Samana;Caldas
589;AGA;895900;1099302;Oro-Au;Veta;Montecristo;Samana;Caldas
590;AGA;887000;1107902;Oro-Au;Veta;La Gallera;Samana;Caldas
591;AGA;888200;1106802;Oro-Au;Veta;La Vela;Samana;Caldas
592;AGA;881500;1099002;Oro-Au;Veta;Guayaquil;Pensilvania;Caldas
593;AGA;881600;1098802;Oro-Au;Veta;La Morena;Pensilvania;Caldas
594;AGA;880900;1094702;Oro-Au;Veta;El Rubi;Pensilvania;Caldas
595;AGA;882250;1101902;Oro-Au;Veta;Las Viudas;Pensilvania;Caldas
596;AGA;883200;1103002;Oro-Au;Veta;La Rica;Pensilvania;Caldas
597;AGA;884000;1106502;Oro-Au;Veta;Circasia;Samana;Caldas
598;AGA;883600;1110252;Oro-Au;Veta;El Vergel;Narino;Antioquia
599;AGA;880700;1109402;Oro-Au;Veta;Nechi;Narino;Antioquia
600;AGA;884670;1064172;Oro-Au;Veta;El Salto;Fresno;Caldas
601;AGA;885700;1065962;Oro-Au;Veta;Santa Fe;Fresno;Caldas
602;AGA;880600;1069002;Oro-Au;Veta;San Antonio;Manzanares;Caldas
603;AGA;888100;1070002;Oro-Au;Veta;La Pedrera;Fresno;Caldas
604;AGA;883520;1063852;Oro-Au;Veta;Los Pobres;Manzanares;Caldas
605;AGA;883400;1065722;Oro-Au;Veta;San Cayetano;Manzanares;Caldas
606;AGA;888000;1073352;Oro-Au;Veta;La Culebrera;Manzanares;Caldas
607;AGA;877500;1064902;Oro-Au;Veta;La Sonrisa;Manzanares;Caldas
608;AGA;899640;1079802;Oro-Au;Veta;Guacas;Marquetalia;Caldas
609;AGA;902000;1080002;Oro-Au;Veta;Los Andes;Victoria;Caldas
610;AGA;853400;1051902;Oro-Au;Veta;Farallones;Manizales;Caldas
611;AGA;850250;1039502;Oro-Au;Veta;California;Villamaria;Caldas
612;AGA;855300;1094972;Oro-Au;Veta;El contento;Pacora;Caldas
613;AGA;853080;1094702;Oro-Au;Veta;Volocanes;Pacora;Caldas
614;AGA;849090;1038142;Oro-Au;Veta;Tolda Fria;Villamaria;Caldas
615;AGA;849850;1050252;Oro-Au;Veta;La Zorra;Manizales;Caldas
616;AGA;852550;1049322;Oro-Au;Veta;Palmitas;Villamaria;Caldas
617;AGA;851090;1039702;Oro-Au;Veta;Pipinta;Villamaria;Caldas
618;AGA;852250;1050402;Oro-Au;Veta;Cascada;Manizales;Caldas
619;AGA;832600;1052842;Oro-Au;Veta;El Algarrobo;Manizales;Caldas
620;AGA;837300;1106302;Oro-Au;Veta;El Bureo;Pacora;Caldas
621;AGA;839590;1109162;Oro-Au;Veta;La Armenia;Aguadas;Caldas
622;AGA;834000;1106002;Oro-Au;Veta;Palmira;Aguadas;Caldas
623;AGA;820180;1091502;Oro-Au;Veta;Vende Cabezas;Riosucio;Caldas
624;AGA;821700;1091402;Oro-Au;Veta;Gavia;Riosucio;Caldas
625;AGA;820630;1092402;Oro-Au;Veta;El Barro;Riosucio;Caldas
626;AGA;831420;1097452;Oro-Au;Veta;Marmato Echandia;Marmato;Caldas
627;AGA;814500;1075502;Oro-Au;Veta;Chorroseco/La Bendecida;Anserma;Caldas
628;AGA;895260;1026002;Oro-Au;Veta;El Payayo;Libano;Tolima
629;AGA;901720;1069282;Oro-Au;Veta;El Crucero;Mariquita;Tolima
630;AGA;902560;1068922;Oro-Au;Veta;El Caiman;Mariquita;Tolima
631;AGA;895720;1068202;Oro-Au;Veta;La Cabrera;Fresno;Tolima
632;AGA;904220;1059802;Oro-Au;Veta;La Plantilla;Falan;Tolima
633;AGA;903550;1059102;Oro-Au;Veta;La Obdulia;Falan;Tolima
634;AGA;904040;1058802;Oro-Au;Veta;El Dorado;Falan;Tolima
635;AGA;904500;1057442;Oro-Au;Veta;Pueblo Viejo;Falan;Tolima
636;AGA;888610;1053692;Oro-Au;Veta;El Rubi;Casabianca;Tolima
637;AGA;902980;1055222;Oro-Au;Veta;El Cristo;Falan;Tolima
638;AGA;901700;1052242;Oro-Au;Veta;El socorro;Falan;Tolima
639;AGA;888880;1051602;Oro-Au;Veta;Santa Helena;Casabianca;Tolima
640;AGA;895500;1047442;Oro-Au;Veta;El Real;Falan;Tolima
641;AGA;897440;1049522;Oro-Au;Veta;El Topacio;Falan;Tolima
642;AGA;871350;1044042;Oro-Au;Sin Informacion;Las Gaviotas;Casabianca;Tolima
643;AGA;894950;1044002;Oro-Au;Veta;El Cirpe;Libano;Tolima
644;AGA;894730;1043602;Oro-Au;Veta;Continuacion Sur Cirpe;Libano;Tolima
645;AGA;894470;1043052;Oro-Au;Veta;El Porvenir;Libano;Tolima
646;AGA;894050;1042627;Oro-Au;Veta;El Vergel;Libano;Tolima
647;AGA;893700;1042302;Oro-Au;Veta;El Toro;Libano;Tolima
648;AGA;894700;1040852;Oro-Au;Veta;El Banco;Libano;Tolima
649;AGA;896180;1038147;Oro-Au;Veta;La Selvita;Libano;Tolima
650;AGA;892280;1039382;Oro-Au;Veta;P. El Condor;Planadas;Tolima
651;AGA;895480;1065342;Oro-Au;Veta;Colombia;Fresno;Tolima
652;AGA;873260;1053262;Oro-Au;Veta;La Floresta;Herveo;Tolima
653;AGA;881720;1053162;Oro-Au;Veta;La Linda;Casabianca;Tolima
654;AGA;892300;1074602;Oro-Au;Veta;La Espanola;Fresno;Tolima
655;AGA;901460;1063942;Oro-Au;Veta;Fatima;Mariquita;Tolima
656;AGA;891330;1055602;Oro-Au;Veta;El Recreo;Casabianca;Tolima
657;AGA;888010;1038202;Oro-Au;Veta;San Antonio;Villahermosa;Tolima
658;AGA;888460;1037682;Oro-Au;Veta;Santa Rita;Libano;Tolima
659;AGA;895820;1037102;Oro-Au;Veta;El Tibet;Libano;Tolima
660;AGA;900880;1038842;Oro-Au;Veta;La Rocallosa;Lerida;Tolima
661;AGA;900110;1039902;Oro-Au;Veta;El Eden;Libano;Tolima
662;AGA;892970;1036122;Oro-Au;Veta;Las Penitas;Libano;Tolima
663;AGA;893660;1033202;Oro-Au;Veta;Tequendama;Libano;Tolima
664;AGA;901200;1029632;Oro-Au;Veta;La Elvira;Lerida;Tolima
665;AGA;902680;1024942;Oro-Au;Veta;San Jose;Lerida;Tolima
666;AGA;891170;1017882;Oro-Au;Veta;El Retiro;Santa Isabel;Tolima
667;AGA;894960;1016762;Oro-Au;Veta;La Aurora;Santa Isabel;Tolima
668;AGA;885670;1012802;Oro-Au;Veta;La Cristalina;Santa Isabel;Tolima
669;AGA;886780;1011482;Oro-Au;Veta;La Vibradora;Santa Isabel;Tolima
670;AGA;887580;1011452;Oro-Au;Veta;La Tolda;Santa Isabel;Tolima
671;AGA;887600;1013802;Oro-Au;Veta;La Miscelanea;Santa Isabel;Tolima
672;AGA;887780;1013602;Oro-Au;Veta;Santa Teresita;Santa Isabel;Tolima
673;AGA;888000;1012762;Oro-Au;Veta;La Maria II;Santa Isabel;Tolima
674;AGA;888480;1012762;Oro-Au;Veta;Maria II;Santa Isabel;Tolima
675;AGA;888480;1011132;Oro-Au;Veta;El Encanto;Santa Isabel;Tolima
676;AGA;888660;1011882;Oro-Au;Veta;La Milagrosa;Santa Isabel;Tolima
677;AGA;888770;1012482;Oro-Au;Veta;El Pensil;Santa Isabel;Tolima
678;AGA;888160;1013662;Oro-Au;Veta;El Porvenir;Santa Isabel;Tolima
679;AGA;888530;1013802;Oro-Au;Veta;Las Animas;Santa Isabel;Tolima
680;AGA;888260;1013002;Oro-Au;Veta;San Carlos;Santa Isabel;Tolima
681;AGA;888520;1013202;Oro-Au;Veta;El Cirpe;Santa Isabel;Tolima
682;AGA;888960;1013832;Oro-Au;Veta;La Pava;Santa Isabel;Tolima
683;AGA;888720;1013612;Oro-Au;Veta;Alto y Frente;Santa Isabel;Tolima
684;AGA;888205;1013512;Oro-Au;Veta;Purgatorio;Santa Isabel;Tolima
685;AGA;889050;1013452;Oro-Au;Veta;Berlin;Santa Isabel;Tolima
686;AGA;891300;1013402;Oro-Au;Veta;La Maria I;Santa Isabel;Tolima
687;AGA;893400;1012762;Oro-Au;Veta;Austerliz;Santa Isabel;Tolima
688;AGA;893700;1012072;Oro-Au;Veta;Caracoli;Santa Isabel;Tolima
689;AGA;894050;1012312;Oro-Au;Veta;Malabar;Santa Isabel;Tolima
690;AGA;881520;1010242;Oro-Au;Veta;La Humareda;Santa Isabel;Tolima
691;AGA;882280;1009722;Oro-Au;Veta;El Brasil;Santa Isabel;Tolima
692;AGA;870150;994252;Oro-Au;Veta;El Aguila;Ibague;Tolima
693;AGA;870490;994942;Oro-Au;Veta;Golondrinas;Ibague;Tolima
694;AGA;872100;994302;Oro-Au;Veta;Las Mirlas;Ibague;Tolima
695;AGA;872650;993902;Oro-Au;Veta;Tesorito;Ibague;Tolima
696;AGA;872925;994502;Oro-Au;Veta;El Limite;Ibague;Tolima
697;AGA;873250;994052;Oro-Au;Veta;Las Violetas;Anzoategui;Tolima
698;AGA;873800;994552;Oro-Au;Veta;La Cuna;Anzoategui;Tolima
699;AGA;873635;994727;Oro-Au;Veta;El Pensil;Anzoategui;Tolima
700;AGA;873900;994727;Oro-Au;Veta;Sta Clara;Anzoategui;Tolima
701;AGA;873825;995027;Oro-Au;Veta;Leticia;Anzoategui;Tolima
702;AGA;874175;994927;Oro-Au;Veta;El Olvido;Anzoategui;Tolima
703;AGA;884185;995322;Oro-Au;Veta;San Sebastian;Ibague;Tolima
704;AGA;872150;992032;Oro-Au;Veta;Floresta No1;Ibague;Tolima
705;AGA;872200;992402;Oro-Au;Veta;La Ibagerena;Ibague;Tolima
706;AGA;872180;992922;Oro-Au;Veta;Floresta No2;Ibague;Tolima
707;AGA;872775;993502;Oro-Au;Veta;La Aurora;Ibague;Tolima
708;AGA;885145;987437;Oro-Au;Veta;La Carmelita;Ibague;Tolima
709;AGA;884830;997252;Oro-Au;Veta;Santa Fe;Anzoategui;Tolima
710;AGA;889050;1013702;Oro-Au;Veta;La Sonrisa;Santa Isabel;Tolima
711;AGA;893840;1012202;Oro-Au;Veta;La Secreta;Venadillo;Tolima
712;AGA;884580;997002;Oro-Au;Veta;Las Mercedes;Anzoategui;Tolima
713;AGA;891500;1075002;Oro-Au;Diseminado;Santa Helena;Marquetalia;Caldas
714;AGA;901750;1095002;Oro-Au;Veta;La Celosa;Samana;Caldas
715;AGA;898500;1094002;Oro-Au;Veta;La Cristalina;Samana;Caldas
716;AGA;889000;1086402;Oro-Au;Veta;El Dorado;Samana, Pensilvania;Caldas
717;AGA;849500;1051202;Oro-Au;Veta;Los Rios;Villamaria;Caldas
718;AGA;824700;1095002;Oro-Au;Veta;Pirgura;Supia;Caldas
719;AGA;820500;1091602;Oro-Au;Veta;Gasparrillo;Riosucio;Caldas
720;AGA;874055;996154;Oro-Au;Sin Informacion;Florencia;Anzoategui;Tolima
721;AGA;874251;995907;Oro-Au;Sin Informacion;Patio bonito;Anzoategui;Tolima
722;AGA;874289;995591;Oro-Au;Sin Informacion;La servente;Anzoategui;Tolima
723;AGA;873911;994919;Oro-Au;Sin Informacion;El corazon;Anzoategui;Tolima
724;AGA;873810;994818;Oro-Au;Sin Informacion;El corazon 1;Anzoategui;Tolima
725;AGA;873405;994063;Oro-Au;Sin Informacion;Los angeles;Ibague;Tolima
726;AGA;838831;1013442;Oro-Au;Veta;La Virginia;Neiva;Huila
727;AGA;819581;1075351;Oro-Au;Sin Informacion;Quinchia- distrito miraflores;Quinchia;Risaralda
728;AGA;784180;1096086;Oro-Au;Stockwork;Las camelias;Mistrato;Risaralda
729;AGA;820513;1083051;Oro-Au;Veta;Juan Tapao;Quinchia;Risaralda
730;AGA;821306;1082881;Oro-Au;Veta;Minarrica;Quinchia;Risaralda
731;AGA;822353;1082147;Oro-Au;Veta;Los alacranes;Quinchia;Risaralda
732;AGA;820729;1077221;Oro-Au;Veta;Miraflores o Piscas;Quinchia;Risaralda
733;AGA;819009;1077507;Oro-Au;Veta;La cumbre;Quinchia;Risaralda
734;AGA;872925;994302;Oro-Au;Veta;El limite;Anzoategui;Tolima
735;AGA;789657;1192061;Oro-Au;Sin Informacion;La alemana;Anza;Antioquia
736;AGA;789441;1189324;Oro-Au;Sin Informacion;Las palomas;Anza;Antioquia
737;AGA;852100;1050152;Oro-Au;Veta;La coqueta;Villamaria;Caldas
738;AGA;855700;1041102;Oro-Au;Sin Informacion;Termales;Chinchina;Caldas
739;AGA;796452;1113393;Oro-Au;Sin Informacion;Santa rita;Andes;Antioquia
740;AGA;794073;1113091;Oro-Au;Sin Informacion;La cucarrona;Andes;Antioquia
741;AGA;794361;1112234;Oro-Au;Sin Informacion;La alianza;Andes;Antioquia
742;AGA;791868;1111973;Oro-Au;Sin Informacion;San rafael;Andes;Antioquia
743;AGA;791851;1111161;Oro-Au;Sin Informacion;La esmeralda;Andes;Antioquia
744;AGA;791194;1110864;Oro-Au;Sin Informacion;El condor;Andes;Antioquia
745;AGA;790337;1110184;Oro-Au;Sin Informacion;El silencio;Andes;Antioquia
746;AGA;792818;1109865;Oro-Au;Sin Informacion;El julio;Andes;Antioquia
747;AGA;793430;1109854;Oro-Au;Sin Informacion;San pablo;Andes;Antioquia
748;AGA;794432;1110182;Oro-Au;Sin Informacion;La reina;Andes;Antioquia
749;AGA;798187;1106822;Oro-Au;Sin Informacion;Santa ines;Andes;Antioquia
750;AGA;820994;1077428;Oro-Au;Sin Informacion;Miraflores;Quinchia;Risaralda
751;AGA;821292;1074338;Oro-Au;Stockwork;Chuscal;Quinchia;Risaralda
752;AGA;820652;1075248;Oro-Au;Sin Informacion;Tres cuevas;Quinchia;Risaralda
753;AGA;820721;1075377;Oro-Au;Sin Informacion;La trinidad;Quinchia;Risaralda
754;AGA;771724;1222238;Oro-Au;Veta;;Abriaqui;Antioquia
755;AGA;772475;1224821;Oro-Au;Veta;;Abriaqui;Antioquia
756;AGA;781372;1231955;Oro-Au;Veta;;Abriaqui;Antioquia
757;AGA;781234;1232180;Oro-Au;Veta;San Antonio;Abriaqui;Antioquia
758;AGA;779925;1232918;Oro-Au;Veta;;Abriaqui;Antioquia
759;AGA;780030;1233263;Oro-Au;Veta;;Abriaqui;Antioquia
760;AGA;780062;1233712;Oro-Au;Veta;;Abriaqui;Antioquia
761;AGA;780162;1233827;Oro-Au;Veta;;Abriaqui;Antioquia
762;AGA;780376;1235183;Oro-Au;Veta;El Porvenir;Abriaqui;Antioquia
763;AGA;779102;1235632;Oro-Au;Veta;;Abriaqui;Antioquia
764;AGA;779687;1235708;Oro-Au;Veta;;Abriaqui;Antioquia
765;AGA;784092;1231251;Oro-Au;Veta;Las Mellizas;Abriaqui;Antioquia
766;AGA;783002;1231292;Oro-Au;Veta;El Socorro;Abriaqui;Antioquia
767;AGA;781736;1234226;Oro-Au;Veta;Ecogeol;Abriaqui;Antioquia
768;AGA;783061;1235795;Oro-Au;Veta;;Abriaqui;Antioquia
769;AGA;813467;1169930;Oro-Au;Sin Informacion;;Angelopolis;Antioquia
770;AGA;810884;1162534;Oro-Au;Sin Informacion;LLANO GRANDE;Angelopolis;Antioquia
771;AGA;886737;1124813;Oro-Au;Veta;ROSARIO;Argelia;Antioquia
772;AGA;884810;1126601;Oro-Au;Veta;;Argelia;Antioquia
773;AGA;878986;1117214;Oro-Au;Veta;SAN ANTONIO;Argelia;Antioquia
774;AGA;804169;1167706;Oro-Au;Sin Informacion;Sin nombre;Armenia;Antioquia
775;AGA;815445;1168621;Oro-Au;Sin Informacion;Sin nombre;Armenia;Antioquia
776;AGA;808635;1169629;Oro-Au;Sin Informacion;Sin nombre;Armenia;Antioquia
777;AGA;813384;1170965;Oro-Au;Sin Informacion;Sin nombre;Armenia;Antioquia
778;AGA;811612;1171085;Oro-Au;Sin Informacion;Sin nombre;Armenia;Antioquia
779;AGA;814721;1172250;Oro-Au;Sin Informacion;Sin nombre;Armenia;Antioquia
780;AGA;809507;1173453;Oro-Au;Sin Informacion;Sin nombre;Armenia;Antioquia
781;AGA;804831;1174956;Oro-Au;Sin Informacion;Sin nombre;Armenia;Antioquia
782;AGA;804588;1061689;Oro-Au;Sin Informacion;;Belen de Umbria;Risaralda
783;AGA;789445;1121685;Oro-Au;Sin Informacion;SAN ANTONIO N. 3;Betania;Antioquia
784;AGA;784626;1121855;Oro-Au;Sin Informacion;SAN ANTONIO N. 1;Betania;Antioquia
785;AGA;787105;1125046;Oro-Au;Sin Informacion;SANTA LUCIA;Betania;Antioquia
786;AGA;786943;1121905;Oro-Au;Sin Informacion;SANTA CLARA;Betania;Antioquia
787;AGA;789182;1122945;Oro-Au;Sin Informacion;;Betania;Antioquia
788;AGA;784330;1124647;Oro-Au;Sin Informacion;SAN ANTONIO N. 2;Betania;Antioquia
789;AGA;789213;1124828;Oro-Au;Sin Informacion;SAN ANTONIO N. 4;Betania;Antioquia
790;AGA;785497;1126235;Oro-Au;Sin Informacion;;Betania;Antioquia
791;AGA;789382;1175269;Oro-Au;Sin Informacion;;Betulia;Antioquia
792;AGA;795530;1229590;Oro-Au;Veta;MINAS CEJEN;Buritica;Antioquia
793;AGA;798038;1231819;Oro-Au;Veta;;Buritica;Antioquia
794;AGA;795223;1232149;Oro-Au;Veta;OROPLATA;Buritica;Antioquia
795;AGA;793333;1232592;Oro-Au;Veta;CENTENA;Buritica;Antioquia
796;AGA;795722;1234908;Oro-Au;Veta;LA VENTANA;Buritica;Antioquia
797;AGA;796310;1234946;Oro-Au;Veta;EL YERBAL;Buritica;Antioquia
798;AGA;791181;1235057;Oro-Au;Veta;LA CLARA;Buritica;Antioquia
799;AGA;797861;1235124;Oro-Au;Veta;MINAS OPTICA;Buritica;Antioquia
800;AGA;794862;1235456;Oro-Au;Veta;;Buritica;Antioquia
801;AGA;799745;1236610;Oro-Au;Veta;LA GUACAMAYA;Buritica;Antioquia
802;AGA;792160;1242192;Oro-Au;Veta;EL PERCAL;Buritica;Antioquia
803;AGA;797395;1231814;Oro-Au;Veta;BURITICA;Buritica;Antioquia
804;AGA;797304;1232986;Oro-Au;Veta;OROVETA;Buritica;Antioquia
805;AGA;831678;1102423;Oro-Au;Veta;;Caramanta;Antioquia
806;AGA;833023;1102786;Oro-Au;Veta;;Caramanta;Antioquia
807;AGA;834367;1103124;Oro-Au;Veta;;Caramanta;Antioquia
808;AGA;833891;1104421;Oro-Au;Veta;;Caramanta;Antioquia
809;AGA;832508;1106256;Oro-Au;Veta;;Caramanta;Antioquia
810;AGA;828133;1106912;Oro-Au;Veta;LA PASTORA;Caramanta;Antioquia
811;AGA;824035;1106959;Oro-Au;Veta;YURUMALITO;Caramanta;Antioquia
812;AGA;832453;1107080;Oro-Au;Veta;;Caramanta;Antioquia
813;AGA;822343;1107080;Oro-Au;Veta;;Caramanta;Antioquia
814;AGA;833125;1107105;Oro-Au;Veta;;Caramanta;Antioquia
815;AGA;832002;1107238;Oro-Au;Veta;;Caramanta;Antioquia
816;AGA;828596;1107339;Oro-Au;Veta;;Caramanta;Antioquia
817;AGA;828732;1107647;Oro-Au;Veta;;Caramanta;Antioquia
818;AGA;821658;1107822;Oro-Au;Veta;;Caramanta;Antioquia
819;AGA;827913;1108832;Oro-Au;Veta;;Caramanta;Antioquia
820;AGA;831769;1109987;Oro-Au;Veta;;Caramanta;Antioquia
821;AGA;822840;1110243;Oro-Au;Veta;;Caramanta;Antioquia
822;AGA;831320;1111207;Oro-Au;Veta;SANTA MARIA 2;Caramanta;Antioquia
823;AGA;828514;1104497;Oro-Au;Veta;SANTA LUCIA;Caramanta;Antioquia
824;AGA;762761;1225434;Oro-Au;Sin Informacion;;Frontino;Antioquia
825;AGA;762513;1225685;Oro-Au;Sin Informacion;;Frontino;Antioquia
826;AGA;770750;1226002;Oro-Au;Sin Informacion;MINAS DE PIEDRAS;Frontino;Antioquia
827;AGA;762546;1226109;Oro-Au;Sin Informacion;;Frontino;Antioquia
828;AGA;762767;1226434;Oro-Au;Sin Informacion;;Frontino;Antioquia
829;AGA;769160;1232698;Oro-Au;Sin Informacion;NANARI;Frontino;Antioquia
830;AGA;768902;1233231;Oro-Au;Sin Informacion;MUSINGA GRANDE;Frontino;Antioquia
831;AGA;853098;1049026;Oro-Au;Veta;PALMITAS O CASTELLANA;Manizales;Caldas
832;AGA;852551;1050255;Oro-Au;Veta;LA RIOS;Manizales;Caldas
833;AGA;830772;1097183;Oro-Au;Veta;PRINGAMOSA;Marmato;Caldas
834;AGA;831634;1096160;Oro-Au;Veta;BARRANCA 1;Marmato;Caldas
835;AGA;830964;1097133;Oro-Au;Veta;DAVILA;Marmato;Caldas
836;AGA;830481;1097407;Oro-Au;Veta;EL FILON;Marmato;Caldas
837;AGA;830476;1097586;Oro-Au;Veta;LA MATA GUADUA;Marmato;Caldas
838;AGA;831255;1097388;Oro-Au;Veta;LA CHOMA;Marmato;Caldas
839;AGA;830800;1097873;Oro-Au;Veta;LA PERLA;Marmato;Caldas
840;AGA;831669;1101794;Oro-Au;Veta;LA APACHURRADA;Marmato;Caldas
841;AGA;831947;1100136;Oro-Au;Veta;LA MARIELA;Marmato;Caldas
842;AGA;831097;1099295;Oro-Au;Veta;;Marmato;Caldas
843;AGA;831086;1098648;Oro-Au;Veta;CANADA SECA;Marmato;Caldas
844;AGA;831047;1099072;Oro-Au;Veta;LA OBRA;Marmato;Caldas
845;AGA;830830;1098879;Oro-Au;Veta;CHABURQUIA 1;Marmato;Caldas
846;AGA;830964;1098460;Oro-Au;Veta;LA PENA;Marmato;Caldas
847;AGA;830868;1098424;Oro-Au;Veta;LA CEIBA N+2;Marmato;Caldas
848;AGA;830790;1098321;Oro-Au;Veta;PLATA FRIA;Marmato;Caldas
849;AGA;831178;1096791;Oro-Au;Veta;LA GRANANDINA;Marmato;Caldas
850;AGA;830899;1097006;Oro-Au;Veta;LA CANADA;Marmato;Caldas
851;AGA;831465;1097187;Oro-Au;Veta;LA CEIBA;Marmato;Caldas
852;AGA;830786;1101947;Oro-Au;Veta;LOS AGUIRRES GAVIRIA;Marmato;Caldas
853;AGA;830703;1102128;Oro-Au;Veta;EL DESVARE;Marmato;Caldas
854;AGA;831150;1102102;Oro-Au;Veta;LOS LOPEZ;Marmato;Caldas
855;AGA;829329;1098669;Oro-Au;Veta;EL ENCANTO;Marmato;Caldas
856;AGA;829426;1098888;Oro-Au;Veta;LA CUATRO;Marmato;Caldas
857;AGA;829078;1100042;Oro-Au;Veta;LA LLORONA;Marmato;Caldas
858;AGA;830735;1100661;Oro-Au;Veta;EL COFRE;Marmato;Caldas
859;AGA;829357;1097285;Oro-Au;Veta;LA GARRINA;Marmato;Caldas
860;AGA;829973;1096938;Oro-Au;Veta;LA CRUZADA;Marmato;Caldas
861;AGA;830001;1096783;Oro-Au;Veta;LA SAN JUAN;Marmato;Caldas
862;AGA;830489;1097062;Oro-Au;Veta;LA CARBONERA;Marmato;Caldas
863;AGA;830312;1097253;Oro-Au;Veta;MATURIN;Marmato;Caldas
864;AGA;830538;1097293;Oro-Au;Veta;LA BARRANCA;Marmato;Caldas
865;AGA;830859;1098083;Oro-Au;Veta;LA CHIQUITINA;Marmato;Caldas
866;AGA;833117;1098140;Oro-Au;Veta;LOS INDIOS;Marmato;Caldas
867;AGA;833230;1098101;Oro-Au;Veta;LOS POLITICOS;Marmato;Caldas
868;AGA;833452;1096044;Oro-Au;Veta;LA FLECHA;Marmato;Caldas
869;AGA;811739;1157094;Oro-Au;Sin Informacion;LA FRAGUA;Titiribi;Antioquia
870;AGA;806485;1155142;Oro-Au;Sin Informacion;;Titiribi;Antioquia
871;AGA;808938;1155623;Oro-Au;Sin Informacion;;Titiribi;Antioquia
872;AGA;811683;1157249;Oro-Au;Sin Informacion;;Titiribi;Antioquia
873;AGA;812382;1158740;Oro-Au;Sin Informacion;;Titiribi;Antioquia
874;AGA;811698;1159244;Oro-Au;Sin Informacion;;Titiribi;Antioquia
875;AGA;807141;1159602;Oro-Au;Sin Informacion;;Titiribi;Antioquia
876;AGA;809677;1160946;Oro-Au;Sin Informacion;LA MARGARITA;Titiribi;Antioquia
877;AGA;806655;1162481;Oro-Au;Sin Informacion;;Titiribi;Antioquia
878;AGA;809636;1162824;Oro-Au;Sin Informacion;;Titiribi;Antioquia
879;AGA;809990;1163662;Oro-Au;Sin Informacion;;Titiribi;Antioquia
880;AGA;810081;1164212;Oro-Au;Sin Informacion;;Titiribi;Antioquia
881;AGA;806643;1165258;Oro-Au;Sin Informacion;;Titiribi;Antioquia
882;AGA;804122;1166059;Oro-Au;Sin Informacion;;Titiribi;Antioquia
883;AGA;770360;1174840;Oro-Au;Veta;;Urrao;Antioquia
884;AGA;777175;1186294;Oro-Au;Veta;;Urrao;Antioquia
885;AGA;773325;1204959;Oro-Au;Veta;;Urrao;Antioquia
886;AGA;775649;1205456;Oro-Au;Veta;;Urrao;Antioquia
887;AGA;783779;1095928;Oro-Au;Stockwork;MORAVIA;Mistrato;Risaralda
888;AGA;784158;1095589;Oro-Au;Stockwork;DANUBIO;Mistrato;Risaralda
889;AGA;785296;1096869;Oro-Au;Stockwork;PARANDO Y SANTA HELENA;Mistrato;Risaralda
890;AGA;819637;1093885;Oro-Au;Veta;Macheta;Riosucio;Caldas
891;AGA;820109;1094062;Oro-Au;Veta;Franco;Riosucio;Caldas
892;AGA;819676;1093788;Oro-Au;Veta;Mantequillo-Gasparillo;Riosucio;Caldas
893;AGA;819864;1093821;Oro-Au;Veta;Oscar Arenas;Riosucio;Caldas
894;AGA;819763;1093545;Oro-Au;Veta;Mina chica;Riosucio;Caldas
895;AGA;819821;1093436;Oro-Au;Veta;Mina vieja;Riosucio;Caldas
896;AGA;819634;1093361;Oro-Au;Veta;Mina grande;Riosucio;Caldas
